Day,series-1,series-2,series-3,series-4,series-5,series-6,series-7,series-8,series-9,series-10,series-11,series-12,series-13,series-14,series-15,series-16,series-17,series-18,series-19,series-20,series-21,series-22,series-23,series-24,series-25,series-26,series-27,series-28,series-29,series-30,series-31,series-32,series-33,series-34,series-35,series-36,series-37,series-38,series-39,series-40,series-41,series-42,series-43,series-44,series-45
2016-04-21,7167,9058,161888,7067,7268,1705766,53507,33955,158539,122194,103452,108754,116966,276219,104700,78325,63153,26106,10819,67486,278910,15612,13306,86254,211190,3417389,25160,19724,61456,93094,23432,39050,64954,115525,25754,1658,10339,1437,4677,1461,32157,3337,67150,21683,3663
2016-04-22,6519,9643,150165,8117,7112,1617300,46092,22710,135797,97578,106732,74112,112816,156110,101300,29109,74284,25446,9973,63658,273633,15586,11512,102638,234349,3413856,24043,22469,63620,131220,21681,37384,71217,131051,23422,2015,30657,2177,4267,1347,33059,3365,26548,34201,3300
2016-04-23,6016,9601,114856,7517,6487,1509124,38942,19665,296194,85928,101291,60654,115501,154802,100447,24137,63483,27548,10917,61851,300804,20103,9184,116980,282933,3458253,22379,19439,64834,67449,21247,45788,94586,126852,23604,1500,28089,2174,3545,680,36138,3348,23856,68890,3534
2016-04-24,5559,9946,129759,7457,5792,1572981,45368,21622,172299,101460,122576,66648,125584,184625,108452,27875,71101,29277,20795,77446,341930,25714,9908,101969,266199,3462878,26910,26934,89884,73805,25168,56798,125961,143640,20282,1695,10544,1416,3539,918,38240,3456,24558,29388,3950
2016-04-25,6213,10052,165547,7824,6892,1713814,52275,22348,159063,118216,122189,64720,117847,219204,126500,31073,72935,29910,11009,99542,316023,19907,12500,92518,223056,1009542,24255,22365,60081,73871,19752,74784,95662,112900,16875,1864,13679,1751,4920,1483,35987,3186,23158,28003,3223
2016-04-26,6211,9369,155630,7736,5852,1695523,54850,22206,167399,121250,130782,59469,125288,320775,163110,55085,74894,28920,10580,88311,303459,15097,13258,85403,233446,53104,22224,22621,61262,74861,19066,44978,83020,110466,19919,1855,11542,1449,5686,1471,36986,2837,23902,34805,3142
2016-04-27,6587,9501,156568,8301,5410,1674044,55124,23595,157513,128476,108272,56990,129566,233399,125404,31903,73068,40705,10849,76623,288528,14581,16287,75747,198057,56035,24339,22276,50968,74809,18242,37310,61655,118706,16332,1757,14349,1675,4430,1561,35353,3343,25482,32028,3145
2016-04-28,7943,9546,152733,7724,5436,1641752,47191,20141,139751,114304,106967,54310,121196,280570,125018,23403,65479,34022,12785,69111,283249,16453,13426,77954,191706,52508,22382,21196,47023,63911,25533,39263,58543,101837,15999,1965,10998,1504,4221,1490,34440,3510,24797,33883,6267
2016-04-29,6132,8519,135177,7261,4638,1558023,40746,16437,107529,98425,104483,61428,114417,165508,145192,21907,74644,28137,12198,64070,309939,14712,12741,90158,203022,47996,20001,24241,56298,60989,24010,42497,68103,284066,24860,2195,12599,1764,4205,1320,34075,3645,26814,32254,3297
2016-04-30,6493,8786,106784,8183,4481,1441695,36304,16554,87867,91335,105749,54026,142741,139876,99915,20500,63203,32569,9587,54712,280051,18124,10609,92541,207659,57088,20647,20105,57307,62771,22866,45491,82265,160752,22971,1348,10796,1200,2884,613,34882,4318,25169,29990,3485
2016-05-01,7033,9260,112327,7927,4746,1488434,41488,20868,101808,128332,119354,49340,355255,141860,91231,22116,72992,33630,12905,72306,324027,53107,10808,107354,211242,62797,26996,21126,67488,78898,22174,47666,92671,153191,19394,1768,12924,1047,2921,587,80135,5134,25673,32968,3265
2016-05-02,6419,9570,146286,7789,5152,1654392,50957,21373,147024,143174,147944,62323,137796,163469,115472,21394,62797,28494,12378,82733,348670,20025,11825,90267,211952,53813,22870,25259,56451,71873,27424,114585,72879,147206,17684,2057,19227,1863,4986,1306,42714,4554,27468,31573,2893
2016-05-03,6405,9516,149697,9294,5780,1690398,54589,22647,160122,154118,165414,73688,146032,164776,102391,24367,80122,39228,9582,68124,508539,14736,13567,81545,210134,50633,24611,24491,72889,74071,139782,58546,84135,131414,19617,1772,12993,1986,4764,1769,54099,4349,27900,26729,3182
2016-05-04,5917,8793,147337,8504,5779,1681090,54180,32757,163469,131881,138829,72696,143531,160615,99997,23706,67090,51123,8467,57656,374950,17400,16241,74076,195117,49467,30621,27885,56183,71920,38664,56603,88469,174462,20731,1804,13403,1642,4235,1717,50794,3832,61440,22273,2769
2016-05-05,9458,7274,136712,10092,4820,1653802,50731,31816,149642,129491,118287,67261,126955,167537,97223,22189,63085,29239,29656,60794,317885,14589,14375,74052,198350,59384,24575,29081,46435,65739,36341,81127,84523,214203,22939,1957,12988,1483,4020,1565,47530,3624,35850,24705,2795
2016-05-06,5662,6960,129511,9060,5516,1546591,42823,26573,120424,120502,104195,64982,139422,166832,98391,19368,72923,23777,14647,58702,312197,18967,13680,80719,200924,49740,22240,22665,47814,62142,34476,131634,100087,172676,45782,1838,19890,2201,5035,1678,41599,3318,33852,24276,2626
2016-05-07,5219,6502,109515,8261,4558,1458305,35665,29955,107519,139278,132515,69362,181402,139408,89151,19367,58105,31312,9084,54023,323775,17575,10560,72015,204306,52137,20638,28157,50168,65615,35895,49766,125972,158516,49772,2022,10940,1595,3493,969,42377,4011,25664,23077,2725
2016-05-08,5182,6253,108946,8857,11620,1511062,40425,22606,106182,153794,107980,84973,124446,160965,100581,20683,66744,30544,13088,59217,364365,21456,11505,79089,238233,61947,27924,25990,55003,73217,78560,45497,108676,224730,34937,1506,16353,1799,3998,1022,43104,3983,24993,23200,2654
2016-05-09,6114,7551,148636,9271,6158,1858216,53814,22926,144382,158624,119621,183243,131600,203150,118456,38737,65846,32466,10317,100339,464216,20062,14325,84024,210703,55291,29456,28139,49097,77977,89407,37092,76447,152428,34430,1982,11924,1493,4414,1477,42412,3717,29086,21110,2387
2016-05-10,5830,7335,157238,9452,5445,1860562,51074,28692,143586,134953,115968,108547,127380,168968,107950,27046,114696,34669,10439,86637,399073,15991,13631,83185,204456,48942,29728,32213,68893,112249,100157,37126,71047,148874,27904,1544,12291,1438,3999,1462,45130,3254,32808,19600,2684
2016-05-11,6154,7270,156644,10199,5240,1823497,53898,30918,161937,127217,117363,103662,121761,149755,99182,21565,88151,26835,9451,76346,334761,15533,13078,77284,190684,50269,34022,29167,58483,106535,39964,35643,61515,115205,21055,2009,13153,1466,4152,1589,48708,2896,35365,18180,2823
2016-05-12,5932,6657,149910,10581,5399,1720559,51355,26396,156284,128122,116373,81201,120649,144995,98755,23915,88063,25960,46327,98396,367933,17116,14623,74243,194725,53458,31996,26607,51226,102408,26362,40070,60560,102659,19599,1763,11531,1679,4247,1558,44485,2676,34419,19400,2404
2016-05-13,5450,6757,145837,11025,5496,1532267,42680,22987,182593,125330,111090,76761,109332,130051,89155,24392,83385,23451,31351,85331,319339,19140,11406,94166,198394,57850,25998,35417,49680,91660,29984,31822,62819,111287,60229,1954,12762,1881,4237,1755,39263,2650,30286,20247,2233
2016-05-14,5532,6486,102388,10830,4937,1437495,36154,19695,118590,87354,109392,130964,101095,122187,84955,29371,69621,39190,17098,67206,445522,21597,8650,80276,197090,61808,22068,104257,49505,204803,29980,48267,75794,139966,66050,2285,10128,1341,3570,861,39974,3435,25221,20992,2378
2016-05-15,5516,28110,107693,10840,21220,1502663,42407,21382,125852,107846,129119,154577,116586,139039,139300,55960,85032,31083,21735,81200,377694,23260,8969,87683,230303,64453,26967,58249,51118,141842,28121,39279,85758,251281,57832,1274,10003,1394,2752,633,42116,3587,25660,21098,2561
2016-05-16,5893,7177,145701,12336,5405,1648532,52129,22594,146718,124925,139155,102791,118478,142455,95331,38308,78529,43552,15606,101666,333184,19732,11586,89600,208514,66883,28122,41410,51876,95114,40108,55505,78345,155435,43326,1621,16677,1740,4712,1343,43345,2708,25822,19190,2889
2016-05-17,6400,7477,155395,12181,6611,1705272,62851,22967,161174,130189,113068,84055,121764,134509,93032,27174,70393,27654,11379,116554,297662,18145,12470,78874,233946,51430,23838,28101,53301,80782,32295,40735,63475,131406,33497,1988,11093,1522,4039,1421,48801,2338,30075,18431,2591
2016-05-18,6144,7152,150462,13628,5684,1712367,58303,22582,158017,130022,104746,112402,117197,132663,91685,38339,67297,25442,12416,86592,339777,16657,14187,75607,198172,60837,28287,29726,49627,80944,21363,34050,60188,119508,36783,1782,10875,1633,3996,1513,51193,2298,31528,18618,2531
2016-05-19,5565,7414,151096,31740,5384,1655337,54760,23664,145382,126004,121838,76740,136283,137742,87685,31522,69897,25923,10041,73046,321914,17474,14018,75105,178715,52071,25484,24501,48129,70392,21615,35146,61584,121310,28599,2097,15077,2195,4581,1781,52020,2317,28488,19221,2672
2016-05-20,5939,6672,134403,9268,5054,1520417,45908,20108,117372,121360,122741,57977,114543,114640,82050,28484,82519,23670,9865,72550,303641,16311,12137,80847,186803,52797,21393,23769,46594,67439,22450,37103,62803,157658,57208,1872,10827,1739,3882,1402,67832,2188,24339,18455,2487
2016-05-21,4948,6427,94450,9323,4770,1428987,37732,17748,94168,95833,119912,56615,134098,109024,95020,23214,58086,46237,9159,65102,288418,19542,9012,73029,193824,57270,22113,18890,47197,77929,25084,39561,79114,170565,59041,2323,18217,2264,4682,965,64460,2904,23813,22058,2689
2016-05-22,5472,6302,102186,9473,4884,1504453,48992,20189,113952,122552,127248,58386,140669,117533,99372,23283,69267,35985,67953,67625,338373,23376,9555,79661,234401,71355,33236,21213,62411,86568,24746,40164,86111,176758,38861,1457,10124,1441,3262,723,56045,2988,23388,22768,2953
2016-05-23,6523,7534,149093,9543,5668,1666456,55888,21525,149953,146365,112658,53995,132674,115907,89919,25775,70552,30946,30774,93995,334167,19571,11985,84467,191050,59341,30225,24423,53621,79621,22172,34191,63255,122212,29326,1887,11164,1918,4481,1684,52690,2399,24247,19456,2933
2016-05-24,5876,7657,149276,10727,5499,1674059,56867,20737,153332,136798,108114,50095,118695,112476,84740,25809,70430,27070,17505,79340,307517,18056,12326,82926,187618,59605,24252,19863,46216,83551,36505,38032,58092,116571,40916,1908,10828,1753,4867,1595,54698,2078,25860,21401,3106
2016-05-25,12526,7254,145957,9607,5420,1641229,54909,22656,150399,135406,108450,48604,116607,106348,78422,26012,62975,25209,10782,69373,297120,20960,11589,72077,187095,52907,22245,19973,46667,81167,27011,49310,59291,107812,38062,986,8470,1268,3134,1446,57577,2019,27272,22090,3224
2016-05-26,5136,7004,140512,10001,5209,1576257,52315,25263,133556,140473,108100,46656,111048,120055,80061,24754,70268,24210,19678,63008,283225,19690,10289,71417,200133,54121,21727,17226,48435,73819,26134,40470,71057,111501,64428,909,8420,1382,3531,1479,53555,2196,30816,19551,3237
2016-05-27,5831,23848,134200,10193,5361,1472667,40922,27548,103723,99720,103942,44604,112303,100044,81313,25046,81197,23677,12113,58963,459415,20859,9526,88860,181489,49618,19989,17591,64369,63733,23432,46843,68300,125370,46201,996,9807,1305,3151,1415,45896,2174,29688,18891,3100
2016-05-28,4957,78359,95455,10859,4668,1393537,36478,80895,84943,98807,137262,42706,171742,97823,77032,21066,87876,27512,9935,55872,366509,22413,7803,72572,181283,54161,19273,17227,81749,79953,30639,41298,72571,137394,32351,850,9499,929,2322,614,50640,2631,24008,19852,2845
2016-05-29,5426,8611,101374,12998,5035,1458624,43930,36552,100285,119291,133854,49652,126724,111368,93296,27031,113943,27823,11098,71021,346672,29992,8417,85494,179485,62903,27289,23190,67821,116890,27779,38443,89829,129316,26994,1710,11454,958,2901,681,49912,2566,23135,23341,2947
2016-05-30,6629,8227,129816,12603,5669,1608429,53360,24542,139669,125485,108922,45816,120349,108309,90885,27918,100950,24426,9868,97776,380496,31912,9854,82480,192100,51519,56496,22056,70361,87708,37746,32953,71584,100154,20496,1414,8821,1175,3390,958,52107,2254,26377,24122,2893
2016-05-31,6985,7794,148754,14805,5640,1629357,54467,35394,142723,123890,98276,46568,117132,120176,85529,23479,82599,23288,10261,81573,319657,27557,10364,83177,176659,55836,85406,20349,79109,89437,21364,32716,56598,89903,16633,2269,17328,1814,4868,1351,55915,1985,27044,20658,2741
2016-06-01,6539,7848,147783,13866,5266,1610938,55202,25122,146269,126457,90413,46589,120496,110987,83548,23396,68932,26076,9492,72493,289006,27179,12104,78748,191690,55317,27712,23754,60210,88118,26523,31087,57278,112186,20545,1510,9821,1364,3888,1576,57347,2091,24565,20767,2674
2016-06-02,7560,8063,138696,13233,5807,1577637,52955,25880,138830,124540,98990,60273,117661,105125,99070,23967,66158,23499,9754,73669,284218,27335,11099,78893,165858,58256,23039,20195,52744,76561,22940,30560,50160,126066,22373,1719,9945,1742,4313,1478,48020,2053,23240,24686,2874
2016-06-03,6339,7282,134519,12415,5122,1471769,44799,34412,112285,107915,93208,53047,100958,103418,92147,34850,102414,21212,10062,67269,286681,31346,9478,85099,180980,61038,19791,33567,46458,69572,32441,33739,53799,108978,22211,2696,11841,2434,4509,1917,59757,2079,21125,25891,3303
2016-06-04,12584,6948,98579,13896,4769,1399131,38754,20899,90405,81776,97072,60547,98686,100627,83034,27840,116325,26458,27833,76873,291114,31465,9134,87605,176794,59604,38807,139371,54004,82276,36780,35618,80925,110398,27311,1410,8906,1314,3059,721,52555,2283,27227,20442,2985
2016-06-05,6163,6695,104265,13247,4685,1438427,49362,21786,109993,125213,106801,60130,106985,114703,91807,33744,85958,25277,17532,89657,329456,46529,10129,94648,179006,65481,28135,42118,53202,85699,55658,45098,84992,125201,27536,1288,8723,1077,2818,743,53541,2844,32149,21531,5042
2016-06-06,6277,6328,137904,16002,4786,1585245,61431,38424,131008,123173,94160,53899,108428,114262,91307,27011,126691,22279,14286,89788,322520,40460,11099,91644,253173,76998,23188,27725,50193,82226,32506,33125,61286,107545,19348,2070,9445,1315,3707,1336,49590,1963,23194,19915,4514
2016-06-07,6069,6428,146215,16500,4769,1608250,56456,25353,141313,115465,94970,52811,108123,120397,90192,26066,73889,21371,13871,71865,291181,36690,14647,87730,211862,94980,20893,22713,50953,79895,29448,38354,59549,114990,19641,1537,15757,1647,4583,1542,53933,1820,22898,19286,3465
2016-06-08,6276,6218,141740,18372,4686,1663358,54480,22510,167329,115018,90306,49571,104844,107205,85554,26428,73547,22903,9725,66367,297720,44828,31219,87425,201069,74189,23138,21382,46572,88878,53968,34002,109392,110956,17378,1458,10240,1231,3543,1402,54151,2104,25636,18895,3298
2016-06-09,6109,6398,139902,23151,4692,1590085,51841,30378,148180,130199,94880,51127,108829,105218,82128,24199,66602,22515,9949,68363,311763,52991,28104,86901,197620,64993,22587,32100,45363,99293,28941,31543,88209,105846,15820,2119,11874,1856,4782,1633,50037,4218,27654,21811,3548
2016-06-10,6061,7900,129165,20405,4387,1449931,45659,76722,128914,94513,94313,82113,98256,97830,79337,22470,69433,23730,12396,76455,361870,84998,24326,135745,166585,51891,418055,23707,48470,148775,29743,30639,87781,97570,17492,1733,9427,1146,3662,1290,50964,2237,29422,24797,3209
2016-06-11,5375,5819,106514,19567,4298,1348312,38091,66541,91284,101151,103273,97434,90305,107982,93514,24132,64288,19916,9602,62684,353053,99324,16447,100117,188838,54314,310737,56739,83753,154540,73599,41152,95450,103021,23305,1433,11598,1148,2891,694,51259,2517,28093,24190,3059
2016-06-12,5747,7489,104944,25038,4480,1422400,43168,33408,104500,104685,116720,75707,98008,118881,84723,27648,73191,26533,9909,141977,555426,88068,13672,112555,251975,66736,91913,27891,74073,134623,31551,38506,127932,112309,19769,2035,11499,1195,3321,741,52994,2760,32315,23424,3318
2016-06-13,8169,7756,146361,25439,5112,1524664,52303,29516,141285,127196,106338,55906,103463,112299,81200,22554,73212,23956,8887,86914,353660,72938,13440,102036,204522,68269,61624,23254,60696,135473,31447,36038,83120,108666,28351,1843,11512,1626,4076,1528,48387,1933,29117,20180,3706
2016-06-14,7109,6647,149975,24901,4975,1586422,55754,37518,146913,123340,91820,52427,98154,108625,79199,23866,67475,38613,10074,114429,361599,54591,12373,103627,174414,52504,45351,21966,63375,134174,32877,34005,68376,106735,16791,2035,13047,1664,4663,1590,51696,2088,29724,19495,3492
2016-06-15,7013,6897,151154,22390,5244,1535832,52208,49365,126927,104873,91888,71156,99924,122048,104629,23181,65308,25580,9107,75118,475983,54286,12722,95564,184622,55576,184227,22003,165674,149371,270570,45682,73497,98251,20085,2484,14199,2008,5104,1681,50434,3524,31726,21046,3298
2016-06-16,6981,6807,140846,23044,5338,1512931,49504,33374,114019,98943,95661,66289,100651,116882,81533,23285,66662,66173,8202,133445,426116,58474,11741,106359,177790,50182,123008,21634,73418,140938,167485,78583,87859,87883,18400,1977,20569,2242,5306,1785,44458,3128,36913,25837,3510
2016-06-17,7237,6285,128736,22143,5560,1427307,41483,40519,91853,113452,83311,54022,92853,95377,73852,23663,69327,78898,9444,68734,368332,96724,10508,98942,180744,45107,70124,25036,57422,132695,64831,58431,81376,107225,16620,1692,12404,1353,4225,1351,43084,2282,30705,24089,3844
2016-06-18,7735,6181,95851,22124,4785,1318028,39752,24756,81668,100028,75713,48696,93171,93244,70986,28906,95570,36796,9462,106406,473470,100721,9098,108541,210760,47302,49335,21600,56824,130737,65702,42609,75967,103546,18054,1241,8576,1072,2882,689,59373,2328,25701,24951,3876
2016-06-19,8366,6011,106658,20406,4513,1327883,44165,43368,88780,89261,150219,52320,94148,129559,84897,44569,92006,31295,10781,137048,511547,98669,11018,114230,211084,57469,144842,19542,80690,174871,79943,44588,145845,128845,19114,1662,9152,990,2971,668,49632,2862,30599,24539,4232
2016-06-20,6784,6508,146561,15569,5035,1461343,49924,66531,104321,232731,159180,48557,92265,108821,84506,43169,96542,28299,9345,112739,321341,72497,21109,134531,176634,53947,63749,26428,67948,143029,53506,42081,72491,100470,16229,886,9895,1261,3632,1534,45993,1978,27884,23060,4051
2016-06-21,6149,7809,148211,9608,5069,1460575,53999,28904,106437,125247,121217,49356,103978,116196,79958,24686,113396,26115,8690,102685,311707,63115,15485,176992,182281,48042,39083,31520,70608,168320,45069,68854,76088,94240,14712,1128,9047,1359,3915,1695,51406,1932,29281,27490,4435
2016-06-22,6007,9580,146327,9583,4811,1458925,53588,28014,107651,125818,98482,45830,91896,127342,81896,23544,82962,27328,7680,87954,290466,56871,14972,188642,194314,53548,33799,21297,52636,231946,131342,54438,81358,98418,25927,1127,8633,1384,3700,1784,53270,2363,33180,34459,4240
2016-06-23,6190,6887,139305,330237,5119,1401315,51340,24113,96272,109071,96290,45994,92110,101452,79372,21718,70314,22715,7407,69232,266871,53647,19665,204557,175552,53650,42406,24280,55804,111765,77736,58622,66661,114414,19792,953,10819,1212,3915,1453,46914,2005,43965,27228,4003
